date,sales,state,week_of_year,month,quarter,year,day_of_week,is_holiday,lag_1w,lag_2w,lag_4w,roll_mean_4w,roll_std_4w,roll_mean_8w,roll_std_8w
2021-09-12,0.0,Arizona,36,9,3,2021,6,0,152933490.9,147911738.1,149953473.1,149303425.44999996,2821331.4889701367,129781969.0,52616324.18010964
2021-09-19,148517046.5,Arizona,37,9,3,2021,6,0,0.0,152933490.9,146414999.7,111815057.17499995,74595484.67027625,111507059.77499999,68952774.84807956
2021-09-26,143876041.6,Arizona,38,9,3,2021,6,0,148517046.5,0.0,147911738.1,112340568.87499997,74927152.05912122,112509720.425,69490747.36867219
2021-10-03,121976001.2,Arizona,39,10,4,2021,6,0,143876041.6,148517046.5,152933490.9,111331644.74999997,74313167.50856389,130494225.625,52834806.28285448
2021-10-10,201963815.2,Arizona,40,10,4,2021,6,0,121976001.2,143876041.6,0.0,103592272.32499997,70024609.42288457,126447848.8875,51979716.577896394
2021-10-17,197141586.8,Arizona,41,10,4,2021,6,0,201963815.2,121976001.2,148517046.5,154083226.12499994,33953859.25094385,132949141.64999999,58217877.57633334
2021-10-24,195856139.9,Arizona,42,10,4,2021,6,0,197141586.8,201963815.2,143876041.6,166239361.19999996,39541317.052136615,139289965.0375,62499075.69363591
2021-10-31,194283831.3,Arizona,43,10,4,2021,6,0,195856139.9,197141586.8,121976001.2,179234385.77499998,38262689.07114953,145283015.2625,65662562.93434803
2021-11-07,288813442.20000005,Arizona,44,11,4,2021,6,0,194283831.3,195856139.9,201963815.2,197311343.29999995,3314501.3649691436,150451807.8125,67938863.33757512
2021-11-14,196009266.2,Arizona,45,11,4,2021,6,0,288813442.20000005,194283831.3,197141586.8,219023750.04999998,46541135.70706561,186553488.0875,51257569.34780626
2021-11-21,199577574.0,Arizona,46,11,4,2021,6,0,196009266.2,288813442.20000005,195856139.9,218740669.89999998,46721689.46576974,192490015.55,48919862.884817734
2021-11-28,184063173.8,Arizona,47,11,4,2021,6,0,199577574.0,196009266.2,194283831.3,219671028.42499995,46147622.050758645,199452707.10000002,44802986.7073501
2021-12-05,0.0,Arizona,48,12,4,2021,6,0,184063173.8,199577574.0,288813442.20000005,217115864.04999998,48256616.59647459,207213603.675,33388404.698523857
2021-12-12,337960250.3,Arizona,49,12,4,2021,6,0,0.0,184063173.8,196009266.2,144912503.49999997,96835871.01683424,181968126.775,80724171.82326771
2021-12-19,191792531.8,Arizona,50,12,4,2021,6,0,337960250.3,0.0,199577574.0,180400249.52499998,138745078.78499585,199570459.7125,98008246.83218896
2021-12-26,187019454.4,Arizona,51,12,4,2021,6,0,191792531.8,337960250.3,184063173.8,178453988.97499996,138440665.10249558,199062508.7,98040772.13583036
2022-01-02,0.0,Arizona,52,1,1,2022,6,0,187019454.4,191792531.8,0.0,179193059.12499997,138488474.3782714,198154461.5875,98124959.69763684
2022-01-09,210346536.8,Arizona,1,1,1,2022,6,0,0.0,187019454.4,337960250.3,179193059.12499997,138488474.3782714,162052781.3125,112134513.19193628
2022-01-16,190506027.8,Arizona,2,1,1,2022,6,0,210346536.8,0.0,191792531.8,147289630.74999997,98707270.6139996,163844940.1375,112866920.7699853
2022-01-23,184460686.8,Arizona,3,1,1,2022,6,0,190506027.8,210346536.8,187019454.4,146968004.74999997,98515837.66951331,162710996.8625,112501618.07247527
2022-01-30,184840307.1,Arizona,4,1,1,2022,6,0,184460686.8,190506027.8,0.0,146328312.85,98176807.47933955,162760685.9875,112512483.29649572
2022-02-06,182124830.9,Arizona,5,2,1,2022,6,0,184840307.1,184460686.8,210346536.8,192538389.625,12189754.68559496,185865724.375,91291635.24274185
2022-02-13,407891589.9,Arizona,6,2,1,2022,6,0,182124830.9,184840307.1,190506027.8,185482963.14999998,3557446.9506928534,166386296.95000002,67807293.52073614
2022-02-20,186140485.6,Arizona,7,2,1,2022,6,0,407891589.9,182124830.9,184460686.8,239829353.67499998,112047923.8367532,193398679.21250004,109561973.83340327
2022-02-27,191804855.7,Arizona,8,2,1,2022,6,0,186140485.6,407891589.9,184840307.1,240249303.37499997,111774045.22970803,193288808.1125,109569725.39629641
2022-03-06,216587578.0,Arizona,9,3,1,2022,6,0,191804855.7,186140485.6,182124830.9,241990440.52499995,110672027.43402216,217264415.07500002,77534945.12005363
2022-03-13,429620124.1,Arizona,10,3,1,2022,6,0,216587578.0,191804855.7,407891589.9,250606127.29999995,105687253.95136727,218044545.22500002,77486778.823947
2022-03-20,203135958.2,Arizona,11,3,1,2022,6,0,429620124.1,216587578.0,186140485.6,256038260.84999996,116474101.48288572,247933807.2625,106159124.49898204
2022-03-27,204330836.5,Arizona,12,3,1,2022,6,0,203135958.2,429620124.1,191804855.7,260287128.99999994,113342242.88599703,250268216.1875,104760088.18784752
2022-04-03,0.0,Arizona,13,4,2,2022,6,0,204330836.5,203135958.2,216587578.0,263418624.2,110967640.82762177,252704532.3625,103236676.07758257
2022-04-10,232958487.3,Arizona,14,4,2,2022,6,0,0.0,204330836.5,429620124.1,209271729.7,175508909.44507813,229938928.5,135928859.37507054
2022-04-17,413519253.79999995,Arizona,15,4,2,2022,6,0,232958487.3,0.0,203135958.2,160106320.49999997,107624082.81843999,208072290.67499998,115791285.70400141
2022-04-24,207194455.8,Arizona,16,4,2,2022,6,0,413519253.79999995,232958487.3,204330836.5,212702144.39999998,169361656.30957624,236494636.7,135814035.3938946
2022-05-01,0.0,Arizona,17,5,2,2022,6,0,207194455.8,413519253.79999995,0.0,213418049.22499996,169320522.1295332,238418336.71249998,135198206.1223227
2022-05-08,221466462.0,Arizona,18,5,2,2022,6,0,0.0,207194455.8,232958487.3,213418049.22499996,169320522.1295332,211344889.46249998,159666095.09386492
2022-05-15,215137302.1,Arizona,19,5,2,2022,6,0,221466462.0,0.0,413519253.79999995,210545042.89999998,168975589.17322263,185325681.7,133895059.25565784
2022-05-22,215304100.4,Arizona,20,5,2,2022,6,0,215137302.1,221466462.0,207194455.8,160949554.97499996,107458454.10098442,186825849.6875,134190020.37700884
2022-05-29,219462134.1,Arizona,21,5,2,2022,6,0,215304100.4,215137302.1,0.0,162976966.12499997,108691217.43955804,188197507.67499998,134450344.32125872
2022-06-05,396158808.79999995,Arizona,22,6,2,2022,6,0,219462134.1,215304100.4,221466462.0,217842499.64999998,3136764.9685027157,215630274.4375,110890542.5886153
2022-06-12,212352076.0,Arizona,23,6,2,2022,6,0,396158808.79999995,219462134.1,215137302.1,261515586.34999996,89784439.78319071,236030314.625,128195151.84171015
2022-06-19,224705587.3,Arizona,24,6,2,2022,6,1,212352076.0,396158808.79999995,215304100.4,260819279.82499996,90273478.95958135,210884417.39999998,106259644.91816887
2022-06-26,215666630.0,Arizona,25,6,2,2022,6,0,224705587.3,212352076.0,219462134.1,263169651.54999995,88803853.61592424,213073308.8375,106353093.79739416
2022-07-03,0.0,Arizona,26,7,3,2022,6,0,215666630.0,224705587.3,396158808.79999995,262220775.52499998,89444511.22159469,240031637.5875,63210919.47450654
2022-07-10,225961035.4,Arizona,27,7,3,2022,6,0,0.0,215666630.0,212352076.0,163181073.325,108912579.12489349,212348329.8375,106307464.76960145
2022-07-17,218623208.3,Arizona,28,7,3,2022,6,0,225961035.4,0.0,224705587.3,166583313.17499998,111150175.98575726,213701296.49999997,106416850.63688526
2022-07-24,213178650.3,Arizona,29,7,3,2022,6,0,218623208.3,225961035.4,215666630.0,165062718.42499998,110126878.29132794,214116184.9875,106430461.45057791
2022-07-31,211959850.9,Arizona,30,7,3,2022,6,0,213178650.3,218623208.3,0.0,164440723.49999997,109752186.75018309,213330749.5125,106408556.58422962
2022-08-07,219329549.1,Arizona,31,8,3,2022,6,0,211959850.9,213178650.3,225961035.4,217430686.22499996,6382236.144374013,190305879.77500004,77084452.2855251
2022-08-14,220700930.1,Arizona,32,8,3,2022,6,0,219329549.1,211959850.9,218623208.3,215772814.64999998,3743593.867819128,191178063.91250002,77408325.92802355
2022-08-21,215522849.1,Arizona,33,8,3,2022,6,0,220700930.1,219329549.1,213178650.3,216292245.09999996,4363707.563549556,190677481.7625,77173128.74714908
2022-08-28,222686060.4,Arizona,34,8,3,2022,6,0,215522849.1,220700930.1,211959850.9,216878294.79999998,3943328.193429501,190659509.15,77166494.1804866
2022-09-04,187226998.1,Arizona,35,9,3,2022,6,0,222686060.4,215522849.1,219329549.1,219559847.17499998,3023555.8553307173,218495266.7,4761319.4050813075
2022-09-11,218976018.5,Arizona,36,9,3,2022,6,0,187226998.1,222686060.4,220700930.1,211534209.42499998,16483752.778189266,213653512.03750002,11295494.364730088
2022-09-18,218387231.4,Arizona,37,9,3,2022,6,0,218976018.5,187226998.1,215522849.1,211102981.52499998,16183842.161506986,213697613.3125,11318335.221651502
2022-09-25,211204050.2,Arizona,38,9,3,2022,6,0,218387231.4,218976018.5,222686060.4,211819077.09999996,16504788.564701222,214348685.95,11433441.02616527
2022-10-02,0.0,Arizona,39,10,4,2022,6,0,211204050.2,218387231.4,187226998.1,208948574.54999995,14905836.990739489,214254210.86249998,11459093.78527688
2022-10-09,439714730.4,Arizona,40,10,4,2022,6,0,0.0,211204050.2,218976018.5,162141825.02499998,108152276.36347252,186838017.225,76331141.59296301
2022-10-16,211117837.4,Arizona,41,10,4,2022,6,0,439714730.4,0.0,218387231.4,217326502.99999994,179560521.05566898,214214742.2625,118073316.71815196
2022-10-23,206019098.1,Arizona,42,10,4,2022,6,0,211117837.4,439714730.4,211204050.2,215509154.49999997,179582992.44533363,213664115.79999998,118076616.17174949
2022-10-30,203716151.3,Arizona,43,10,4,2022,6,0,206019098.1,211117837.4,0.0,214212916.47499996,179643127.56335708,211580745.5125,118041722.86782071
2022-11-06,0.0,Arizona,44,11,4,2022,6,0,203716151.3,206019098.1,439714730.4,265141954.29999998,116422936.97481674,213641889.6625,117699192.05370377
2022-11-13,635906256.9,Arizona,45,11,4,2022,6,0,0.0,203716151.3,211117837.4,155213271.7,103521723.16894452,186269887.35,139689600.12112936
2022-11-20,206468807.0,Arizona,46,11,4,2022,6,0,635906256.9,0.0,206019098.1,261410376.57499996,267693460.71122572,238459765.5375,212449444.28044075
2022-11-27,200179529.7,Arizona,47,11,4,2022,6,0,206468807.0,635906256.9,203716151.3,261522803.79999995,267662535.35587403,237867860.1375,212542805.51020625
2022-12-04,0.0,Arizona,48,12,4,2022,6,0,200179529.7,206468807.0,0.0,260638648.39999998,267922849.45506862,262890301.35,191255782.38502428
2022-12-11,228960137.3,Arizona,49,12,4,2022,6,0,0.0,200179529.7,635906256.9,260638648.39999998,267922849.45506862,207925960.05,196296867.52054417
2022-12-18,204225386.7,Arizona,50,12,4,2022,6,0,228960137.3,0.0,206468807.0,158902118.49999997,106652744.60009485,210156247.5375,196439622.2987025
2022-12-25,206642209.7,Arizona,51,12,4,2022,6,1,204225386.7,228960137.3,200179529.7,158341263.42499995,106324619.82691132,209932033.61249998,196446042.53430527
2023-01-01,188408489.6,Arizona,52,1,1,2023,6,1,206642209.7,204225386.7,0.0,159956933.42499995,107217650.4001381,210297790.91249996,196435539.74085346
2023-01-08,0.0,Arizona,1,1,1,2023,6,0,188408489.6,206642209.7,228960137.3,207059055.82499996,16690360.80786069,233848852.11249998,178055051.5563197
2023-01-15,199308520.6,Arizona,2,1,1,2023,6,0,0.0,188408489.6,204225386.7,149819021.49999994,100206143.42934409,154360570.0,95926491.67637886
2023-01-22,191351463.5,Arizona,3,1,1,2023,6,0,199308520.6,0.0,206642209.7,148589804.97499996,99342719.23796366,153465534.2,95402818.0360924
2023-01-29,193432651.5,Arizona,4,1,1,2023,6,0,191351463.5,199308520.6,188408489.6,144767118.42499995,96621173.68429814,152362025.92499998,94834659.30904688
2023-02-05,215603137.5,Arizona,5,2,1,2023,6,0,193432651.5,191351463.5,0.0,146023158.89999998,97407063.21606314,176541107.36249998,72457745.07719496
2023-02-12,0.0,Arizona,6,2,1,2023,6,0,215603137.5,193432651.5,199308520.6,199923943.27499998,10982412.531182896,174871482.3875,71220643.14520822
2023-02-19,200168687.4,Arizona,7,2,1,2023,6,0,0.0,215603137.5,191351463.5,150096813.125,100664579.84917296,149343309.04999998,92590914.89876962
2023-02-26,201565059.0,Arizona,8,2,1,2023,6,0,200168687.4,0.0,193432651.5,152301119.09999996,101957316.99287009,148534118.7625,92045298.9487004
2023-03-05,0.0,Arizona,9,3,1,2023,6,0,201565059.0,200168687.4,215603137.5,154334220.97499996,103125299.6264186,150178689.9375,92972375.0583082
2023-03-12,0.0,Arizona,10,3,1,2023,6,0,0.0,201565059.0,0.0,100433436.59999996,115971944.41755807,150178689.9375,92972375.0583082
2023-03-19,227766017.4,Arizona,11,3,1,2023,6,0,0.0,0.0,200168687.4,100433436.59999996,115971944.41755807,125265124.86250001,103979016.0975671
2023-03-26,207113291.6,Arizona,12,3,1,2023,6,0,227766017.4,0.0,201565059.0,107332769.09999996,124397934.60401577,129816944.10000001,108004448.89635243
2023-04-02,0.0,Arizona,13,4,2,2023,6,0,207113291.6,227766017.4,0.0,108719827.24999997,125821660.68231174,131527024.1125,109256643.46553077
2023-04-09,0.0,Arizona,14,4,2,2023,6,0,0.0,207113291.6,0.0,108719827.24999997,125821660.68231174,104576631.92500001,112109050.93227029
2023-04-16,223021337.4,Arizona,15,4,2,2023,6,0,0.0,0.0,227766017.4,108719827.24999997,125821660.68231174,104576631.92500001,112109050.93227029
2023-04-23,220557322.8,Arizona,16,4,2,2023,6,0,223021337.4,0.0,207113291.6,107533657.24999997,124338895.39859651,107433213.175,115142831.69807702
2023-04-30,231156458.4,Arizona,17,4,2,2023,6,0,220557322.8,223021337.4,0.0,110894665.04999998,128054080.54175301,109807246.15,117531924.75703794
2023-05-07,419911917.7,Arizona,18,5,2,2023,6,0,231156458.4,220557322.8,0.0,168683779.64999998,112547009.0945409,138701803.45,115068370.87687305
2023-05-14,0.0,Arizona,19,5,2,2023,6,0,419911917.7,231156458.4,223021337.4,273661759.075,97605230.29499543,191190793.1625,136531155.82779083
2023-05-21,0.0,Arizona,20,5,2,2023,6,0,0.0,419911917.7,220557322.8,217906424.72499996,171728487.03840375,162720040.9875,150815307.15628293
2023-05-28,0.0,Arizona,21,5,2,2023,6,0,0.0,0.0,231156458.4,162767094.02499998,203131172.15004182,136830879.5375,159625391.68890923
2023-06-04,0.0,Arizona,22,6,2,2023,6,0,0.0,0.0,419911917.7,104977979.42499997,209955958.85,136830879.5375,159625391.68890923
2023-06-11,0.0,Arizona,23,6,2,2023,6,0,0.0,0.0,0.0,0.0,0.0,136830879.5375,159625391.68890923
2023-06-18,0.0,Arizona,24,6,2,2023,6,0,0.0,0.0,0.0,0.0,0.0,108953212.3625,161881102.60062638
2023-06-25,0.0,Arizona,25,6,2,2023,6,0,0.0,0.0,0.0,0.0,0.0,81383547.01249999,158912857.11350286
2023-07-02,0.0,Arizona,26,7,3,2023,6,0,0.0,0.0,0.0,0.0,0.0,52488989.71249999,148461282.25335866
2023-07-09,240505460.4,Arizona,27,7,3,2023,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-16,0.0,Arizona,28,7,3,2023,6,0,240505460.4,0.0,0.0,60126365.09999997,120252730.19999993,30063182.55,85031520.98061621
2023-07-23,0.0,Arizona,29,7,3,2023,6,0,0.0,240505460.4,0.0,60126365.09999997,120252730.19999993,30063182.55,85031520.98061621
2023-07-30,0.0,Arizona,30,7,3,2023,6,0,0.0,0.0,0.0,60126365.09999997,120252730.19999993,30063182.55,85031520.98061621
2023-08-06,194629090.5,Arizona,31,8,3,2023,6,0,0.0,0.0,240505460.4,60126365.09999997,120252730.19999993,30063182.55,85031520.98061621
2023-08-13,0.0,Arizona,32,8,3,2023,6,0,194629090.5,0.0,0.0,48657272.62499997,97314545.2499999,54391818.8625,101457661.59741212
2023-08-20,0.0,Arizona,33,8,3,2023,6,0,0.0,194629090.5,0.0,48657272.62499997,97314545.2499999,54391818.8625,101457661.59741212
2023-08-27,0.0,Arizona,34,8,3,2023,6,0,0.0,0.0,0.0,48657272.62499997,97314545.2499999,54391818.8625,101457661.59741212
2023-09-03,0.0,Arizona,35,9,3,2023,6,0,0.0,0.0,194629090.5,48657272.62499997,97314545.2499999,54391818.8625,101457661.59741212
2023-09-10,229352434.7,Arizona,36,9,3,2023,6,0,0.0,0.0,0.0,0.0,0.0,24328636.3125,68811774.85435997
2023-09-17,0.0,Arizona,37,9,3,2023,6,0,229352434.7,0.0,0.0,57338108.67499997,114676217.34999992,52997690.65,98570482.7288648
2023-09-24,0.0,Arizona,38,9,3,2023,6,0,0.0,229352434.7,0.0,57338108.67499997,114676217.34999992,52997690.65,98570482.7288648
2023-10-01,0.0,Arizona,39,10,4,2023,6,0,0.0,0.0,0.0,57338108.67499997,114676217.34999992,52997690.65,98570482.7288648
2023-10-08,0.0,Arizona,40,10,4,2023,6,0,0.0,0.0,229352434.7,57338108.67499997,114676217.34999992,28669054.3375,81088330.92900728
2023-10-15,0.0,Arizona,41,10,4,2023,6,0,0.0,0.0,0.0,0.0,0.0,28669054.3375,81088330.92900728
2023-10-22,0.0,Arizona,42,10,4,2023,6,0,0.0,0.0,0.0,0.0,0.0,28669054.3375,81088330.92900728
2023-10-29,0.0,Arizona,43,10,4,2023,6,0,0.0,0.0,0.0,0.0,0.0,28669054.3375,81088330.92900728
2023-11-05,0.0,Arizona,44,11,4,2023,6,0,0.0,0.0,0.0,0.0,0.0,28669054.3375,81088330.92900728
2023-11-12,0.0,Arizona,45,11,4,2023,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-19,0.0,Arizona,46,11,4,2023,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-26,0.0,Arizona,47,11,4,2023,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-03,446676872.4,Arizona,48,12,4,2023,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-10,0.0,Arkansas,6,2,1,2019,6,0,0.0,0.0,58049432.2,14512358.05,29024716.1,,
2019-02-17,0.0,Arkansas,7,2,1,2019,6,0,0.0,0.0,0.0,0.0,0.0,,
2019-02-24,0.0,Arkansas,8,2,1,2019,6,0,0.0,0.0,0.0,0.0,0.0,,
2019-03-03,0.0,Arkansas,9,3,1,2019,6,0,0.0,0.0,0.0,0.0,0.0,,
2019-03-10,0.0,Arkansas,10,3,1,2019,6,0,0.0,0.0,0.0,0.0,0.0,7256179.025,20523573.576324366
2019-03-17,58551066.5,Arkansas,11,3,1,2019,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-24,0.0,Arkansas,12,3,1,2019,6,0,58551066.5,0.0,0.0,14637766.625,29275533.25,7318883.3125,20700928.083927248
2019-03-31,0.0,Arkansas,13,3,1,2019,6,0,0.0,58551066.5,0.0,14637766.625,29275533.25,7318883.3125,20700928.083927248
2019-04-07,0.0,Arkansas,14,4,2,2019,6,0,0.0,0.0,0.0,14637766.625,29275533.25,7318883.3125,20700928.083927248
2019-04-14,0.0,Arkansas,15,4,2,2019,6,0,0.0,0.0,58551066.5,14637766.625,29275533.25,7318883.3125,20700928.083927248
2019-04-21,0.0,Arkansas,16,4,2,2019,6,0,0.0,0.0,0.0,0.0,0.0,7318883.3125,20700928.083927248
2019-04-28,0.0,Arkansas,17,4,2,2019,6,0,0.0,0.0,0.0,0.0,0.0,7318883.3125,20700928.083927248
2019-05-05,0.0,Arkansas,18,5,2,2019,6,0,0.0,0.0,0.0,0.0,0.0,7318883.3125,20700928.083927248
2019-05-12,0.0,Arkansas,19,5,2,2019,6,0,0.0,0.0,0.0,0.0,0.0,7318883.3125,20700928.083927248
2019-05-19,0.0,Arkansas,20,5,2,2019,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-26,0.0,Arkansas,21,5,2,2019,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-02,0.0,Arkansas,22,6,2,2019,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-09,0.0,Arkansas,23,6,2,2019,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-16,67349815.0,Arkansas,24,6,2,2019,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-23,0.0,Arkansas,25,6,2,2019,6,0,67349815.0,0.0,0.0,16837453.75,33674907.5,8418726.875,23811755.44907973
2019-06-30,0.0,Arkansas,26,6,2,2019,6,0,0.0,67349815.0,0.0,16837453.75,33674907.5,8418726.875,23811755.44907973
2019-07-07,0.0,Arkansas,27,7,3,2019,6,0,0.0,0.0,0.0,16837453.75,33674907.5,8418726.875,23811755.44907973
2019-07-14,0.0,Arkansas,28,7,3,2019,6,0,0.0,0.0,67349815.0,16837453.75,33674907.5,8418726.875,23811755.44907973
2019-07-21,0.0,Arkansas,29,7,3,2019,6,0,0.0,0.0,0.0,0.0,0.0,8418726.875,23811755.44907973
2019-07-28,0.0,Arkansas,30,7,3,2019,6,0,0.0,0.0,0.0,0.0,0.0,8418726.875,23811755.44907973
2019-08-04,0.0,Arkansas,31,8,3,2019,6,0,0.0,0.0,0.0,0.0,0.0,8418726.875,23811755.44907973
2019-08-11,0.0,Arkansas,32,8,3,2019,6,0,0.0,0.0,0.0,0.0,0.0,8418726.875,23811755.44907973
2019-08-18,59101265.4,Arkansas,33,8,3,2019,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-25,0.0,Arkansas,34,8,3,2019,6,0,59101265.4,0.0,0.0,14775316.35,29550632.699999996,7387658.175,20895452.770522937
2019-09-01,0.0,Arkansas,35,9,3,2019,6,0,0.0,59101265.4,0.0,14775316.35,29550632.699999996,7387658.175,20895452.770522937
2019-09-08,0.0,Arkansas,36,9,3,2019,6,0,0.0,0.0,0.0,14775316.35,29550632.699999996,7387658.175,20895452.770522937
2019-09-15,0.0,Arkansas,37,9,3,2019,6,0,0.0,0.0,59101265.4,14775316.35,29550632.699999996,7387658.175,20895452.770522937
2019-09-22,0.0,Arkansas,38,9,3,2019,6,0,0.0,0.0,0.0,0.0,0.0,7387658.175,20895452.770522937
2019-09-29,0.0,Arkansas,39,9,3,2019,6,0,0.0,0.0,0.0,0.0,0.0,7387658.175,20895452.770522937
2019-10-06,0.0,Arkansas,40,10,4,2019,6,0,0.0,0.0,0.0,0.0,0.0,7387658.175,20895452.770522937
2019-10-13,123174090.7,Arkansas,41,10,4,2019,6,0,0.0,0.0,0.0,0.0,0.0,7387658.175,20895452.770522937
2019-10-20,59248420.7,Arkansas,42,10,4,2019,6,0,123174090.7,0.0,0.0,30793522.675,61587045.35,15396761.3375,43548617.400228426
2019-10-27,57654429.7,Arkansas,43,10,4,2019,6,0,59248420.7,123174090.7,0.0,45605627.85,58772836.15425648,22802813.925,45548224.66672098
2019-11-03,0.0,Arkansas,44,11,4,2019,6,0,57654429.7,59248420.7,0.0,60019235.275000006,50322396.69459659,30009617.637500003,45983922.70792143
2019-11-10,0.0,Arkansas,45,11,4,2019,6,0,0.0,57654429.7,123174090.7,60019235.275000006,50322396.69459659,30009617.637500003,45983922.70792143
2019-11-17,58265258.6,Arkansas,46,11,4,2019,6,0,0.0,0.0,59248420.7,29225712.6,33753219.656625524,30009617.637500003,45983922.70792143
2019-11-24,59690104.2,Arkansas,47,11,4,2019,6,0,58265258.6,0.0,57654429.7,28979922.075000003,33464060.771046236,37292774.9625,45158604.75470839
2019-12-01,0.0,Arkansas,48,12,4,2019,6,0,59690104.2,58265258.6,0.0,29488840.700000003,34055748.39295037,44754037.987500004,42996050.99622065
2019-12-08,0.0,Arkansas,49,12,4,2019,6,0,0.0,59690104.2,0.0,29488840.700000003,34055748.39295037,44754037.987500004,42996050.99622064
2019-12-15,58035927.2,Arkansas,50,12,4,2019,6,0,0.0,0.0,58265258.6,29488840.700000003,34055748.39295037,29357276.650000002,31390080.280630693
2019-12-22,61147230.4,Arkansas,51,12,4,2019,6,0,58035927.2,0.0,59690104.2,29431507.85,33991286.96235802,29205714.962500002,31227645.072369773
2019-12-29,58290655.3,Arkansas,52,12,4,2019,6,0,61147230.4,58035927.2,0.0,29795789.4,34428652.63932439,29642315.049999997,31703012.021163948
2020-01-05,61187919.90000001,Arkansas,1,1,1,2020,6,0,58290655.3,61147230.4,0.0,44368453.225,29612579.312074732,36928646.9625,30596223.60950974
2020-01-12,61173664.6,Arkansas,2,1,1,2020,6,0,61187919.90000001,58290655.3,58035927.2,59665433.2,1737718.1179128175,44577136.95,27541383.04029543
2020-01-19,56718755.8,Arkansas,3,1,1,2020,6,0,61173664.6,61187919.90000001,61147230.4,60449867.550000004,1439573.5394018227,44940687.7,27766159.158626683
2020-01-26,55036033.8,Arkansas,4,1,1,2020,6,0,56718755.8,61173664.6,58290655.3,59342748.900000006,2217291.8204989266,44569269.15,27559782.157854617
2020-02-02,58093735.4,Arkansas,5,2,1,2020,6,0,55036033.8,56718755.8,61187919.90000001,58529093.525,3138040.9379152376,51448773.375,20912415.761038832
2020-02-09,70280652.3,Arkansas,6,2,1,2020,6,0,58093735.4,55036033.8,61173664.6,57755547.4,2599268.317475359,58710490.3,2287322.4417818147
2020-02-16,56891695.8,Arkansas,7,2,1,2020,6,0,70280652.3,58093735.4,56718755.8,60032294.325,6945718.313699306,60241080.9375,4649037.679260585
2020-02-23,55979415.7,Arkansas,8,2,1,2020,6,0,56891695.8,70280652.3,55036033.8,60075529.324999996,6918702.989179566,59709139.112500004,4772367.434538943
2020-03-01,0.0,Arkansas,9,3,1,2020,6,0,55979415.7,56891695.8,58093735.4,60311374.8,6702350.147213301,59420234.1625,4937602.778070761
2020-03-08,65718901.8,Arkansas,10,3,1,2020,6,0,0.0,55979415.7,70280652.3,45787940.95,31217452.250644937,51771744.175,21481898.59495249
2020-03-15,69299261.8,Arkansas,11,3,1,2020,6,0,65718901.8,0.0,56891695.8,44647503.325,30087294.51827156,52339898.825,21823475.142917555
2020-03-22,66672577.7,Arkansas,12,3,1,2020,6,0,69299261.8,65718901.8,55979415.7,47749394.825,32326655.13845316,53912462.075,22622714.35622384
2020-03-29,59930918.1,Arkansas,13,3,1,2020,6,0,66672577.7,69299261.8,0.0,50422685.325,33649197.986725904,55367030.0625,23074854.672203384
2020-04-05,0.0,Arkansas,14,4,2,2020,6,0,59930918.1,66672577.7,65718901.8,65405414.85,3951208.02169087,55596677.9,23114975.584765952
2020-04-12,67850338.3,Arkansas,15,4,2,2020,6,0,0.0,59930918.1,69299261.8,48975689.4,32888005.101532552,46811596.3625,29272280.6529185
2020-04-19,62510706.4,Arkansas,16,4,2,2020,6,0,67850338.3,0.0,66672577.7,48613458.525000006,32596229.689174738,48181426.675,30057263.63204805
2020-04-26,63303777.0,Arkansas,17,4,2,2020,6,0,62510706.4,67850338.3,59930918.1,47572990.7,31886329.305786666,48997838.012499996,30386230.632011026
2020-05-03,56942259.1,Arkansas,18,5,2,2020,6,0,63303777.0,62510706.4,0.0,48416205.425000004,32363092.216772582,56910810.137499996,23195479.306349527
2020-05-10,140201998.1,Arkansas,19,5,2,2020,6,0,56942259.1,63303777.0,67850338.3,62651770.2,4474693.254078099,55813729.8,22925349.817944303
2020-05-17,67059258.8,Arkansas,20,5,2,2020,6,0,140201998.1,56942259.1,62510706.4,80739685.15,39742465.56372726,64676571.837500006,37777775.30964503
2020-05-24,69534675.3,Arkansas,21,5,2,2020,6,0,67059258.8,140201998.1,63303777.0,81876823.25,39107018.86647322,64724906.974999994,37780941.18712724
2020-05-31,67420352.5,Arkansas,22,5,2,2020,6,0,69534675.3,67059258.8,56942259.1,83434547.82499999,38234981.01423569,65925376.625,37759424.82510285
2020-06-07,0.0,Arkansas,23,6,2,2020,6,0,67420352.5,69534675.3,140201998.1,86054071.17499998,36115125.17478238,74352920.6875,26908073.19155312
